Timestamp,Open,High,Low,Close,Difference,Stagnated,Increased,Decreased
2018-08-23 05:15:00,0.66730000,0.66740000,0.66680000,0.66730000,0,1,0,0
2018-08-23 05:10:00,0.66720000,0.66740000,0.66690000,0.66730000,0.00010000,0,1,0
2018-08-23 05:05:00,0.66710000,0.66720000,0.66670000,0.66720000,0.00010000,0,1,0
2018-08-23 05:00:00,0.66710000,0.66730000,0.66660000,0.66710000,0,1,0,0
2018-08-23 04:55:00,0.66710000,0.66720000,0.66650000,0.66690000,-0.00020000,0,0,1
2018-08-23 04:50:00,0.66710000,0.66720000,0.66680000,0.66710000,0,1,0,0
2018-08-23 04:45:00,0.66710000,0.66720000,0.66660000,0.66720000,0.00010000,0,1,0
2018-08-23 04:40:00,0.66710000,0.66730000,0.66680000,0.66720000,0.00010000,0,1,0
2018-08-23 04:35:00,0.66710000,0.66720000,0.66650000,0.66720000,0.00010000,0,1,0
2018-08-23 04:30:00,0.66700000,0.66720000,0.66650000,0.66710000,0.00010000,0,1,0
2018-08-23 04:25:00,0.66680000,0.66710000,0.66660000,0.66700000,0.00020000,0,1,0
2018-08-23 04:20:00,0.66680000,0.66690000,0.66630000,0.66680000,0,1,0,0
2018-08-23 04:15:00,0.66670000,0.66680000,0.66620000,0.66680000,0.00010000,0,1,0
2018-08-23 04:10:00,0.66650000,0.66690000,0.66610000,0.66670000,0.00020000,0,1,0
2018-08-23 04:05:00,0.66630000,0.66660000,0.66610000,0.66650000,0.00020000,0,1,0
2018-08-23 04:00:00,0.66680000,0.66690000,0.66600000,0.66640000,-0.00040000,0,0,1
2018-08-23 03:55:00,0.66700000,0.66710000,0.66640000,0.66680000,-0.00020000,0,0,1
2018-08-23 03:50:00,0.66700000,0.66700000,0.66650000,0.66700000,0,1,0,0
2018-08-23 03:45:00,0.66670000,0.66700000,0.66630000,0.66700000,0.00030000,0,1,0
2018-08-23 03:40:00,0.66690000,0.66700000,0.66650000,0.66670000,-0.00020000,0,0,1
2018-08-23 03:35:00,0.66680000,0.66690000,0.66640000,0.66690000,0.00010000,0,1,0
2018-08-23 03:30:00,0.66650000,0.66680000,0.66630000,0.66680000,0.00030000,0,1,0
2018-08-23 03:25:00,0.66670000,0.66690000,0.66630000,0.66650000,-0.00020000,0,0,1
2018-08-23 03:20:00,0.66690000,0.66700000,0.66640000,0.66680000,-0.00010000,0,0,1
2018-08-23 03:15:00,0.66700000,0.66710000,0.66650000,0.66690000,-0.00010000,0,0,1
2018-08-23 03:10:00,0.66700000,0.66720000,0.66660000,0.66700000,0,1,0,0
2018-08-23 03:05:00,0.66690000,0.66710000,0.66650000,0.66700000,0.00010000,0,1,0
2018-08-23 03:00:00,0.66680000,0.66700000,0.66630000,0.66690000,0.00010000,0,1,0
2018-08-23 02:55:00,0.66670000,0.66700000,0.66650000,0.66680000,0.00010000,0,1,0
2018-08-23 02:50:00,0.66700000,0.66710000,0.66640000,0.66670000,-0.00030000,0,0,1
2018-08-23 02:45:00,0.66670000,0.66710000,0.66630000,0.66700000,0.00030000,0,1,0
2018-08-23 02:40:00,0.66710000,0.66710000,0.66640000,0.66670000,-0.00040000,0,0,1
2018-08-23 02:35:00,0.66740000,0.66760000,0.66690000,0.66710000,-0.00030000,0,0,1
2018-08-23 02:30:00,0.66770000,0.66780000,0.66710000,0.66750000,-0.00020000,0,0,1
2018-08-23 02:25:00,0.66770000,0.66790000,0.66730000,0.66770000,0,1,0,0
2018-08-23 02:20:00,0.66800000,0.66810000,0.66750000,0.66770000,-0.00030000,0,0,1
2018-08-23 02:15:00,0.66760000,0.66800000,0.66740000,0.66800000,0.00040000,0,1,0
2018-08-23 02:10:00,0.66770000,0.66770000,0.66740000,0.66770000,0,1,0,0
2018-08-23 02:05:00,0.66780000,0.66790000,0.66720000,0.66770000,-0.00010000,0,0,1
2018-08-23 02:00:00,0.66770000,0.66800000,0.66740000,0.66780000,0.00010000,0,1,0
2018-08-23 01:55:00,0.66730000,0.66770000,0.66700000,0.66770000,0.00040000,0,1,0
2018-08-23 01:50:00,0.66750000,0.66750000,0.66680000,0.66730000,-0.00020000,0,0,1
2018-08-23 01:45:00,0.66780000,0.66790000,0.66720000,0.66750000,-0.00030000,0,0,1
2018-08-23 01:40:00,0.66820000,0.66820000,0.66750000,0.66790000,-0.00030000,0,0,1
2018-08-23 01:35:00,0.66820000,0.66830000,0.66790000,0.66820000,0,1,0,0
2018-08-23 01:30:00,0.66840000,0.66870000,0.66790000,0.66810000,-0.00030000,0,0,1
2018-08-23 01:25:00,0.66860000,0.66890000,0.66820000,0.66850000,-0.00010000,0,0,1
2018-08-23 01:20:00,0.66890000,0.66910000,0.66850000,0.66870000,-0.00020000,0,0,1
2018-08-23 01:15:00,0.66880000,0.66900000,0.66830000,0.66890000,0.00010000,0,1,0
2018-08-23 01:10:00,0.66880000,0.66900000,0.66830000,0.66880000,0,1,0,0
2018-08-23 01:05:00,0.66860000,0.66900000,0.66840000,0.66880000,0.00020000,0,1,0
2018-08-23 01:00:00,0.66870000,0.66900000,0.66830000,0.66860000,-0.00010000,0,0,1
2018-08-23 00:55:00,0.66910000,0.66910000,0.66870000,0.66900000,-0.00010000,0,0,1
2018-08-23 00:50:00,0.66900000,0.66910000,0.66870000,0.66910000,0.00010000,0,1,0
2018-08-23 00:45:00,0.66910000,0.66920000,0.66850000,0.66900000,-0.00010000,0,0,1
2018-08-23 00:40:00,0.66890000,0.66910000,0.66860000,0.66910000,0.00020000,0,1,0
2018-08-23 00:35:00,0.66930000,0.66940000,0.66840000,0.66890000,-0.00040000,0,0,1
2018-08-23 00:30:00,0.66940000,0.66960000,0.66920000,0.66940000,0,1,0,0
2018-08-23 00:25:00,0.66950000,0.66950000,0.66890000,0.66940000,-0.00010000,0,0,1
2018-08-23 00:20:00,0.66920000,0.66960000,0.66880000,0.66950000,0.00030000,0,1,0
2018-08-23 00:15:00,0.66950000,0.66950000,0.66890000,0.66920000,-0.00030000,0,0,1
2018-08-23 00:10:00,0.66950000,0.67000000,0.66920000,0.66950000,0,1,0,0
2018-08-23 00:05:00,0.66970000,0.67000000,0.66930000,0.66950000,-0.00020000,0,0,1
2018-08-23 00:00:00,0.66980000,0.66980000,0.66920000,0.66970000,-0.00010000,0,0,1
2018-08-22 23:55:00,0.67000000,0.67000000,0.66930000,0.66980000,-0.00020000,0,0,1
2018-08-22 23:50:00,0.66990000,0.67000000,0.66970000,0.67000000,0.00010000,0,1,0
2018-08-22 23:45:00,0.66980000,0.66990000,0.66960000,0.66990000,0.00010000,0,1,0
2018-08-22 23:40:00,0.66980000,0.66990000,0.66950000,0.66990000,0.00010000,0,1,0
2018-08-22 23:35:00,0.66980000,0.66980000,0.66940000,0.66960000,-0.00020000,0,0,1
2018-08-22 23:30:00,0.66990000,0.67000000,0.66950000,0.66980000,-0.00010000,0,0,1
2018-08-22 23:25:00,0.66980000,0.66990000,0.66970000,0.66980000,0,1,0,0
2018-08-22 23:20:00,0.66970000,0.66990000,0.66960000,0.66970000,0,1,0,0
2018-08-22 23:15:00,0.66990000,0.66990000,0.66970000,0.66990000,0,1,0,0
2018-08-22 23:10:00,0.67000000,0.67000000,0.66970000,0.66990000,-0.00010000,0,0,1
2018-08-22 23:05:00,0.67000000,0.67000000,0.66970000,0.67000000,0,1,0,0
2018-08-22 23:00:00,0.67000000,0.67010000,0.66980000,0.67000000,0,1,0,0
2018-08-22 22:55:00,0.66960000,0.67000000,0.66960000,0.67000000,0.00040000,0,1,0
2018-08-22 22:50:00,0.66990000,0.66990000,0.66960000,0.66980000,-0.00010000,0,0,1
2018-08-22 22:45:00,0.66980000,0.66990000,0.66970000,0.66990000,0.00010000,0,1,0
2018-08-22 22:40:00,0.67000000,0.67000000,0.66970000,0.66970000,-0.00030000,0,0,1
2018-08-22 22:35:00,0.67010000,0.67010000,0.66970000,0.67000000,-0.00010000,0,0,1
2018-08-22 22:30:00,0.67010000,0.67010000,0.66980000,0.67010000,0,1,0,0
2018-08-22 22:25:00,0.67000000,0.67010000,0.66980000,0.67010000,0.00010000,0,1,0
2018-08-22 22:20:00,0.67000000,0.67000000,0.66980000,0.67000000,0,1,0,0
2018-08-22 22:15:00,0.66990000,0.67000000,0.66970000,0.67000000,0.00010000,0,1,0
2018-08-22 22:10:00,0.66980000,0.66990000,0.66960000,0.66970000,-0.00010000,0,0,1
